iter	Logloss
0	0.6071957653
1	0.5406987037
2	0.4785882782
3	0.4230932828
4	0.3847496647
5	0.3438080172
6	0.3157163541
7	0.2874054637
8	0.2663976892
9	0.2517049317
10	0.2369957219
11	0.2237495296
12	0.2136212325
13	0.2031311907
14	0.1940808916
15	0.1876416451
16	0.1819706038
17	0.1761479161
18	0.1708327449
19	0.1653586817
20	0.1601651185
21	0.1547779835
22	0.1508282313
23	0.1473237763
24	0.1438317232
25	0.1406578121
26	0.1386804374
27	0.1369187831
28	0.1346779546
29	0.1313452888
30	0.1287030802
31	0.1271087485
32	0.1255000871
33	0.124104425
34	0.1213112455
35	0.1201510217
36	0.1173509904
37	0.1155586805
38	0.1139262061
39	0.1113206326
40	0.1081206255
41	0.1065030156
42	0.1046026764
43	0.1028888567
44	0.1021736701
45	0.1010496498
46	0.09970839455
47	0.09890099239
48	0.09811279364
49	0.0973717108
50	0.09652859887
51	0.09312688506
52	0.09105576989
53	0.08967431775
54	0.08890956515
55	0.08848336125
56	0.08786989803
57	0.0869297092
58	0.08632879126
59	0.08580630115
60	0.08459016952
61	0.08352335711
62	0.08299990275
63	0.08245684724
64	0.08216975474
65	0.08119458013
66	0.08016531021
67	0.07925211101
68	0.07861278277
69	0.07807173188
70	0.0772501271
71	0.07674399063
72	0.07629871173
73	0.07550879458
74	0.07487038265
75	0.07462429802
76	0.07339004992
77	0.07271265017
78	0.07227836615
79	0.07192121086
80	0.07139877243
81	0.07095422892
82	0.07052786589
83	0.07019255814
84	0.06968273157
85	0.06939761169
86	0.06908934801
87	0.06884846969
88	0.06793829707
89	0.06733042873
90	0.0671611785
91	0.06694563997
92	0.06661441271
93	0.06625600413
94	0.06567637676
95	0.06531427171
96	0.06511320009
97	0.06490461678
98	0.06480285857
99	0.06446877871
100	0.06399014161
101	0.06365441123
102	0.06318000195
103	0.06307528602
104	0.06225756102
105	0.06200039643
106	0.06181528445
107	0.0616633385
108	0.06149981655
109	0.06138663379
110	0.06125206086
111	0.06104322638
112	0.06078623368
113	0.06053966162
114	0.06043451264
115	0.05942147738
116	0.05905336408
117	0.05863479955
118	0.05846668159
119	0.05829864779
120	0.05815883526
121	0.0578017279
122	0.05748444125
123	0.05738326342
124	0.05713235851
125	0.05696973322
126	0.05685704643
127	0.05675929729
128	0.05661791583
129	0.05638071426
130	0.05621905255
131	0.05599772924
132	0.05582924169
133	0.05571742339
134	0.05558855468
135	0.05531801226
136	0.05519921525
137	0.05502579292
138	0.05492828695
139	0.05483144324
140	0.05473395887
141	0.05438428084
142	0.0543242236
143	0.05420207715
144	0.05404634391
145	0.05391230617
146	0.05369661241
147	0.05361976306
148	0.05350596644
149	0.0534411628
150	0.05327450439
151	0.05320520841
152	0.053121162
153	0.05288862484
154	0.05280448479
155	0.05253508427
156	0.05245220652
157	0.05235044164
158	0.05209608793
159	0.051975606
160	0.05173806082
161	0.0516134538
162	0.05154330804
163	0.05142276479
164	0.0512337603
165	0.05088709193
166	0.05076879864
167	0.05069826957
168	0.05045795216
169	0.05037997093
170	0.05020917538
171	0.05013311621
172	0.05004642788
173	0.04997246358
174	0.04970688557
175	0.04952861477
176	0.04946536723
177	0.04942372249
178	0.04934301348
179	0.04922130001
180	0.04907995182
181	0.04889256792
182	0.04876597607
183	0.04872257229
184	0.04843905648
185	0.04837277654
186	0.04828713692
187	0.04822693234
188	0.0480585422
189	0.04788232159
190	0.04781993018
191	0.04742689956
192	0.04731462771
193	0.04724866062
194	0.04714934703
195	0.04709904267
196	0.04703743616
197	0.04695892147
198	0.04681760486
199	0.04674858947
200	0.04671833638
201	0.04667197708
202	0.04659571286
203	0.04628082562
204	0.04621157716
205	0.04615141813
206	0.045874348
207	0.04568263278
208	0.04564826656
209	0.04554546053
210	0.04546737521
211	0.04536240034
212	0.04530730421
213	0.04524373264
214	0.04517000044
215	0.04505001487
216	0.04498547739
217	0.04492234225
218	0.04490056868
219	0.04486702278
220	0.04481793889
221	0.04466764446
222	0.04456478922
223	0.04452038713
224	0.04444095156
225	0.04425650609
226	0.04409304484
227	0.04403492378
228	0.04390087237
229	0.04385046993
230	0.04382875341
231	0.04372435755
232	0.04369697608
233	0.04365034916
234	0.04357483318
235	0.04350939417
236	0.0434917333
237	0.04338539115
238	0.04334595423
239	0.04324239149
240	0.04321128481
241	0.04318134987
242	0.04310759458
243	0.0430200083
244	0.04295880031
245	0.04290511074
246	0.04280476014
247	0.04273347273
248	0.04268157867
249	0.04265593318
250	0.04260750636
251	0.04257192344
252	0.04252097057
253	0.04247713432
254	0.04243846277
255	0.04240615847
256	0.0423453334
257	0.04231688154
258	0.04225688123
259	0.0422067362
260	0.04211345387
261	0.04204418149
262	0.04200563344
263	0.04190571389
264	0.04186803836
265	0.04184354809
266	0.04176999227
267	0.04173967368
268	0.04165307576
269	0.04158087172
270	0.04148209177
271	0.04144964449
272	0.04140174977
273	0.04135698994
274	0.04132497928
275	0.04124920174
276	0.04123203196
277	0.04118354946
278	0.04108983358
279	0.04084356071
280	0.04066534013
281	0.04060040119
282	0.04057143157
283	0.04045561761
284	0.04038069592
285	0.04033278495
286	0.04030069845
287	0.0402169992
288	0.04017539135
289	0.04015715031
290	0.04010934174
291	0.04007788152
292	0.04004802657
293	0.03996317249
294	0.0399158095
295	0.03987211167
296	0.03981425291
297	0.03976085134
298	0.03973244943
299	0.03969349203
300	0.03959792482
301	0.03957249833
302	0.03954155731
303	0.03945113531
304	0.03942826643
305	0.03939673057
306	0.03930983133
307	0.03928891456
308	0.03921647206
309	0.0391222715
310	0.03905278352
311	0.039021614
312	0.03899374428
313	0.03895585327
314	0.03893655882
315	0.03891028755
316	0.0388701416
317	0.03883662669
318	0.03880657597
319	0.03876092316
320	0.03868932048
321	0.03853994229
322	0.03843748533
323	0.03840402672
324	0.03836254505
325	0.03829629753
326	0.0382858986
327	0.03820226416
328	0.03812362741
329	0.03809930568
330	0.03803283193
331	0.03798833826
332	0.0379472075
333	0.03784125596
334	0.03781609245
335	0.0377419494
336	0.03769064702
337	0.03766461117
338	0.03763969103
339	0.0375944447
340	0.0375314915
341	0.03749676507
342	0.03746281352
343	0.03738702812
344	0.0373458258
345	0.03733113401
346	0.03731043705
347	0.03728473036
348	0.03715596526
349	0.03712368605
350	0.03704738745
351	0.0370182974
352	0.0369765035
353	0.03694789421
354	0.03691056944
355	0.03689439883
356	0.03686280123
357	0.03682111064
358	0.03678252286
359	0.03675884091
360	0.0366716027
361	0.03666657497
362	0.03662715738
363	0.03657513445
364	0.03653624324
365	0.03646091298
366	0.03641764557
367	0.03635647483
368	0.03629667565
369	0.03627011783
370	0.03617248071
371	0.0361091638
372	0.03605247036
373	0.03603803338
374	0.03592884209
375	0.03591538137
376	0.03587650245
377	0.03582723744
378	0.03580470015
379	0.03575843654
380	0.03570579393
381	0.03564608472
382	0.03562116954
383	0.03553842673
384	0.03552936584
385	0.03546238836
386	0.03539729553
387	0.03536636573
388	0.03531008379
389	0.03526853019
390	0.0352516839
391	0.03522211334
392	0.03516709605
393	0.03514816362
394	0.03512281553
395	0.03508948782
396	0.03507050348
397	0.03503978872
398	0.0350013736
399	0.03495545634
400	0.03492309689
401	0.03489616466
402	0.03487698628
403	0.03486589872
404	0.03483610601
405	0.0348111496
406	0.03478527738
407	0.03476666268
408	0.03472597241
409	0.03468898734
410	0.03459816009
411	0.03452048149
412	0.03448327983
413	0.03438337755
414	0.03436559489
415	0.03434408471
416	0.03429572199
417	0.03422142538
418	0.03416555425
419	0.0341116095
420	0.03408261048
421	0.03404387157
422	0.03402053333
423	0.03399511612
424	0.03394457682
425	0.03392615916
426	0.03388065191
427	0.03380458715
428	0.03372361541
429	0.03367237822
430	0.03363836687
431	0.03360791152
432	0.0335683919
433	0.03355133411
434	0.03347585322
435	0.03344038084
436	0.03342030351
437	0.03338088014
438	0.03336687961
439	0.03334428506
440	0.03329291885
441	0.0332708987
442	0.03324119712
443	0.03322474263
444	0.03320642409
445	0.03314841259
446	0.0331145022
447	0.0330963912
448	0.03306923408
449	0.03303913858
450	0.03300301933
451	0.03298354786
452	0.03294066358
453	0.03291809432
454	0.03284028859
455	0.03280487859
456	0.03278278541
457	0.03275235154
458	0.0327259449
459	0.03268795058
460	0.03263702007
461	0.03259174253
462	0.03255357913
463	0.03252949367
464	0.03249608202
465	0.03246433097
466	0.0324512851
467	0.03243037318
468	0.03239242347
469	0.03237907153
470	0.03232260913
471	0.03229073452
472	0.03221808293
473	0.03217826941
474	0.0321019698
475	0.03207079474
476	0.03203907824
477	0.03201159197
478	0.03198612422
479	0.03196574837
480	0.03193693592
481	0.03189527439
482	0.03185167201
483	0.03182883701
484	0.03180445829
485	0.03178020161
486	0.03176013679
487	0.03174397895
488	0.03171115017
489	0.03169353586
490	0.03165809557
491	0.03163254316
492	0.03158972561
493	0.03155415588
494	0.03149769116
495	0.03146579567
496	0.03138212224
497	0.03134865831
498	0.03133429764
499	0.03130831443
500	0.03129263072
501	0.03125513616
502	0.03121160341
503	0.03119678385
504	0.0311331902
505	0.03111236035
506	0.03106414342
507	0.03103650143
508	0.03102268986
509	0.03100856052
510	0.03098594648
511	0.03094322558
512	0.03092828269
513	0.03091182125
514	0.03088532552
515	0.03085363603
516	0.03080969397
517	0.03080079463
518	0.03076305636
519	0.03075034877
520	0.03066979902
521	0.0306150462
522	0.03057273217
523	0.03055532516
524	0.03053628224
525	0.03048875268
526	0.03043068757
527	0.03038755149
528	0.03033902896
529	0.03032159553
530	0.03029379108
531	0.03026612306
532	0.03023285438
533	0.03019456932
534	0.03016399415
535	0.03013225448
536	0.03011139286
537	0.03005128499
538	0.03003279448
539	0.03000222533
540	0.02998837923
541	0.0299546746
542	0.02992087774
543	0.02988787781
544	0.02986457967
545	0.02984438001
546	0.02981785977
547	0.02979300884
548	0.0297751559
549	0.02975544751
550	0.02973553073
551	0.02971357273
552	0.02968689494
553	0.02965096338
554	0.02962549482
555	0.02959445614
556	0.02952354916
557	0.02950691679
558	0.02948391798
559	0.02947706263
560	0.02942552564
561	0.02940857581
562	0.02939907829
563	0.02937085917
564	0.02930027446
565	0.02925998339
566	0.02924419516
567	0.02921583721
568	0.02917095483
569	0.02912946742
570	0.02907873755
571	0.02905156225
572	0.02900537389
573	0.02897733555
574	0.02894925621
575	0.02892601164
576	0.02889872851
577	0.02888808823
578	0.02886273457
579	0.02884401389
580	0.02883175839
581	0.02881021285
582	0.02878595942
583	0.02877605771
584	0.02876593948
585	0.02875309566
586	0.02873021292
587	0.02869638923
588	0.02865452055
589	0.02864297635
590	0.02862672708
591	0.02857044131
592	0.02855081098
593	0.02853403305
594	0.02850976034
595	0.02849736357
596	0.02848618809
597	0.02847314341
598	0.02846002932
599	0.02840972914
600	0.02838938339
601	0.02837955438
602	0.02836322915
603	0.02834629602
604	0.02833776308
605	0.02831919709
606	0.02830079531
607	0.02828579749
608	0.02827464064
609	0.02826934428
610	0.02823195238
611	0.02820812488
612	0.02818631834
613	0.02815336013
614	0.02811769985
615	0.02806665775
616	0.02804920985
617	0.02802549161
618	0.02799492916
619	0.02794928093
620	0.02792912792
621	0.02789945575
622	0.02787666089
623	0.02785519079
624	0.0278163926
625	0.02777777587
626	0.02775995081
627	0.02774134055
628	0.02771112631
629	0.02768007725
630	0.02766774813
631	0.02764311627
632	0.02762161683
633	0.02759777579
634	0.02755305637
635	0.02752917293
636	0.02750919129
637	0.02747895879
638	0.0274586493
639	0.02745205931
640	0.02744747552
641	0.02743550562
642	0.02742087076
643	0.02739650393
644	0.02737973346
645	0.02735640881
646	0.02729781202
647	0.02728441305
648	0.02723442432
649	0.02719708451
650	0.02718281411
651	0.02717383599
652	0.02713757807
653	0.02712650986
654	0.0271084663
655	0.0270577616
656	0.02702345179
657	0.02700360791
658	0.02698309557
659	0.02695385734
660	0.02691025658
661	0.02689457884
662	0.02686594166
663	0.02684647187
664	0.02682399108
665	0.02680382507
666	0.02678720303
667	0.02677988552
668	0.02675375727
669	0.02672090386
670	0.02670600468
671	0.02669814409
672	0.02667448628
673	0.02663870512
674	0.02662757949
675	0.02659857913
676	0.02655981105
677	0.02654804711
678	0.02654293868
679	0.02651019256
680	0.02645368941
681	0.02643874576
682	0.02641155753
683	0.02639287347
684	0.02636314305
685	0.02633105553
686	0.02630884985
687	0.02629398506
688	0.02625091135
689	0.02621646308
690	0.0261775795
691	0.026158684
692	0.02612848847
693	0.02608531236
694	0.0260678296
695	0.02603517922
696	0.02601856313
697	0.02597550666
698	0.02595056476
699	0.02593692759
700	0.02591877453
701	0.02589728387
702	0.0258890122
703	0.02583763853
704	0.02581476631
705	0.02578235924
706	0.02575371152
707	0.02573244486
708	0.02569324072
709	0.02568680294
710	0.0256735495
711	0.02565129773
712	0.02563490144
713	0.02560838242
714	0.02558591136
715	0.02557620281
716	0.02554752718
717	0.02553731927
718	0.02552362404
719	0.02550631986
720	0.0254932509
721	0.02548184717
722	0.02547403172
723	0.02544723814
724	0.02539556013
725	0.02536646143
726	0.02535159163
727	0.02532164538
728	0.02529425965
729	0.02526596281
730	0.02525705424
731	0.02523627837
732	0.0251772105
733	0.02515314302
734	0.02514135698
735	0.02511122726
736	0.0250851993
737	0.02507697234
738	0.02504811131
739	0.025032022
740	0.02502618512
741	0.02500985091
742	0.02498420255
743	0.0249774348
744	0.02494681641
745	0.02492747179
746	0.02486619015
747	0.02484060235
748	0.02482511438
749	0.02479131904
750	0.02477027008
751	0.02474298635
752	0.02472934758
753	0.02471450226
754	0.02465224233
755	0.02463486976
756	0.02462596401
757	0.02458525894
758	0.02456820567
759	0.0245395585
760	0.02453045343
761	0.02451880057
762	0.02448582878
763	0.02447311291
764	0.02445892678
765	0.0244328823
766	0.02440679963
767	0.0244035915
768	0.0243758563
769	0.02435954662
770	0.02432162279
771	0.02430326573
772	0.02427484248
773	0.02424720825
774	0.02421061648
775	0.02420076002
776	0.02417264336
777	0.02414072824
778	0.02411707927
779	0.02411086312
780	0.02410434798
781	0.02406195356
782	0.02404090584
783	0.0240218053
784	0.02401524492
785	0.02398189533
786	0.0239559544
787	0.02393610208
788	0.02391151462
789	0.02390163806
790	0.02387584372
791	0.02384440396
792	0.02381852821
793	0.02379719091
794	0.02377634349
795	0.0237351632
796	0.02369214689
797	0.02366878628
798	0.02365802366
799	0.02363771121
800	0.02362455164
801	0.02360769429
802	0.02360417802
803	0.02357914775
804	0.02355566088
805	0.02354627073
806	0.02352383227
807	0.02348366368
808	0.02345176095
809	0.02343166326
810	0.02342293384
811	0.02340043746
812	0.02337744646
813	0.02335491587
814	0.02332395084
815	0.02330847798
816	0.02327844507
817	0.02326292799
818	0.02324881999
819	0.02322367007
820	0.02320122302
821	0.02317334339
822	0.02316218528
823	0.02315392451
824	0.02313870254
825	0.02311900378
826	0.02310338248
827	0.02308541407
828	0.02305824974
829	0.02301439828
830	0.02298701105
831	0.02298429055
832	0.02297069472
833	0.0229363235
834	0.0229053551
835	0.02289506967
836	0.02288172428
837	0.0228552693
838	0.02282795205
839	0.02279112522
840	0.0227673669
841	0.02276482473
842	0.02274275485
843	0.02273254022
844	0.02272002582
845	0.02270902107
846	0.02269252314
847	0.02266101587
848	0.02263677141
849	0.02262851885
850	0.0225949769
851	0.02257913698
852	0.02254637
853	0.02252161432
854	0.02250331593
855	0.0224922724
